age,height_cm,weight_kgs,overall_rating,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,region,position_attacker,position_midfielder,position_defender,position_goalkeeper
29.0,152.4,68.9,74,0,1,2,3,0,68,49,58.0,71.0,59,76.0,66,70,65.0,74.0,75.0,73.0,79.0,75.0,65.0,70.0,67.0,56.0,54,72,76,62,70.0,37,72,75,68,12,0,0,1,0
29.0,152.4,68.9,74,1,2,4,4,0,69,71,58.0,71.0,71,75.0,75,60,65.0,73.0,75.0,73.0,79.0,76.0,77.0,64.0,69.0,60.0,75,30,34,72,66.0,58,28,27,21,1,1,1,0,0
27.0,187.96,74.8,74,1,1,3,1,1,20,16,59.0,71.0,18,74.0,13,12,65.0,73.0,75.0,73.0,73.0,74.0,80.0,64.0,77.0,65.0,12,22,14,9,66.0,37,17,17,13,6,0,0,0,1
27.0,152.4,76.2,74,1,1,4,3,1,70,67,61.0,71.0,76,74.0,83,68,64.0,73.0,67.0,76.0,59.0,56.0,80.0,60.0,77.0,65.0,72,62,40,74,63.0,67,24,35,33,11,1,1,0,0
27.0,154.94,76.2,74,1,1,3,3,1,57,64,55.0,71.0,52,73.0,79,80,64.0,73.0,67.0,76.0,59.0,56.0,74.0,64.0,71.0,65.0,72,74,73,70,63.0,70,65,76,64,12,0,1,0,0
27.0,187.96,76.2,74,1,2,3,3,0,74,27,64.0,73.0,44,74.0,68,30,65.0,73.0,67.0,76.0,70.0,71.0,80.0,62.0,75.0,64.0,66,80,72,51,68.0,37,75,78,78,11,0,0,1,0
28.0,152.4,76.2,74,0,1,3,3,1,75,46,64.0,73.0,53,73.0,67,50,65.0,73.0,67.0,76.0,70.0,66.0,74.0,62.0,77.0,71.0,46,65,73,70,72.0,41,71,71,71,12,0,0,1,0
28.0,154.94,74.8,74,1,2,5,3,1,68,64,67.0,73.0,75,73.0,82,83,65.0,73.0,78.0,77.0,77.0,71.0,74.0,68.0,75.0,64.0,80,70,60,73,68.0,74,48,58,49,10,1,1,0,0
28.0,154.94,74.8,74,1,1,3,3,0,69,70,67.0,70.0,56,73.0,70,54,65.0,74.0,78.0,77.0,77.0,71.0,72.0,75.0,71.0,64.0,70,67,50,74,68.0,60,37,47,39,7,1,1,0,0
28.0,152.4,74.8,74,0,1,2,4,1,70,70,67.0,71.0,61,73.0,74,42,61.0,75.0,83.0,83.0,77.0,71.0,72.0,76.0,71.0,63.0,64,71,63,73,70.0,66,31,61,66,6,1,1,1,0
28.0,182.88,74.8,74,1,1,4,3,1,54,74,67.0,71.0,71,73.0,68,58,61.0,75.0,83.0,83.0,77.0,66.0,72.0,76.0,74.0,71.0,65,76,19,74,67.0,69,21,21,22,7,1,0,0,0
28.0,175.26,78.0,74,1,1,4,3,1,64,78,68.0,70.0,70,73.0,69,64,61.0,75.0,76.0,83.0,71.0,67.0,72.0,76.0,74.0,66.0,71,53,31,77,67.0,79,37,28,34,6,1,1,0,0
27.0,190.5,79.8,74,1,1,4,3,1,73,73,68.0,70.0,69,73.0,67,73,60.0,74.0,69.0,73.0,68.0,60.0,72.0,68.0,69.0,78.0,70,72,33,68,66.0,65,62,28,20,12,1,1,0,0
26.0,182.88,79.8,74,0,1,3,3,1,74,75,68.0,70.0,54,73.0,80,69,61.0,74.0,76.0,78.0,71.0,67.0,72.0,67.0,69.0,71.0,68,74,75,67,67.0,80,72,70,67,12,1,1,0,0
26.0,185.42,79.8,74,1,1,4,2,1,46,37,68.0,70.0,48,73.0,39,37,69.0,72.0,68.0,72.0,68.0,65.0,67.0,67.0,69.0,77.0,42,81,71,42,67.0,52,69,82,79,10,0,0,1,0
25.0,182.88,79.8,74,0,1,3,4,1,49,76,68.0,70.0,73,73.0,69,64,61.0,71.0,68.0,72.0,68.0,65.0,67.0,68.0,69.0,77.0,72,61,21,77,69.0,73,28,25,23,11,1,0,0,0
22.0,190.5,79.8,74,1,1,3,3,1,70,56,68.0,70.0,54,73.0,70,37,58.0,71.0,76.0,77.0,69.0,65.0,68.0,68.0,68.0,77.0,59,77,73,68,70.0,56,70,74,72,6,0,0,1,0
25.0,185.42,79.8,74,1,1,3,3,1,51,73,60.0,68.0,67,70.0,55,28,58.0,71.0,76.0,77.0,69.0,65.0,68.0,63.0,68.0,71.0,69,61,14,73,70.0,67,30,40,35,0,1,0,0,0
26.0,154.94,79.8,74,0,1,3,3,0,63,74,60.0,70.0,65,70.0,64,62,53.0,71.0,68.0,69.0,65.0,65.0,67.0,63.0,68.0,61.0,69,44,28,78,70.0,75,33,19,18,12,1,1,0,0
27.0,193.04,78.9,74,1,1,3,1,1,18,12,60.0,70.0,18,70.0,31,22,53.0,71.0,68.0,68.0,69.0,65.0,68.0,63.0,68.0,61.0,13,36,12,5,62.0,34,20,9,10,7,0,0,0,1
27.0,185.42,78.0,74,1,1,2,1,1,11,12,60.0,70.0,13,68.0,12,12,58.0,71.0,68.0,68.0,68.0,71.0,68.0,63.0,68.0,61.0,12,35,16,10,58.0,23,20,14,13,2,0,0,0,1
27.0,185.42,82.1,74,0,2,4,3,0,76,48,60.0,67.0,50,70.0,62,55,45.0,71.0,68.0,68.0,68.0,65.0,68.0,69.0,68.0,70.0,60,72,76,66,58.0,61,76,76,74,10,0,0,1,0
26.0,170.18,82.1,74,0,1,2,3,2,75,45,64.0,67.0,49,70.0,67,68,63.0,70.0,68.0,68.0,68.0,65.0,68.0,69.0,73.0,75.0,69,67,70,63,58.0,53,70,75,74,12,0,0,1,0
26.0,182.88,82.1,74,1,2,3,3,1,53,74,70.0,67.0,70,70.0,71,56,66.0,70.0,69.0,68.0,69.0,65.0,75.0,81.0,74.0,78.0,60,61,16,70,58.0,73,22,25,25,11,1,0,0,0
26.0,187.96,82.1,74,0,1,2,2,0,40,53,70.0,68.0,20,70.0,21,29,63.0,70.0,74.0,74.0,69.0,65.0,75.0,82.0,74.0,78.0,40,83,69,48,61.0,35,74,76,73,7,0,0,1,0
26.0,154.94,82.1,74,1,1,4,3,2,72,63,73.0,67.0,52,70.0,71,74,51.0,70.0,74.0,75.0,74.0,65.0,75.0,82.0,74.0,78.0,74,74,73,65,61.0,66,69,71,65,10,0,1,0,0
26.0,187.96,82.1,74,1,1,3,3,0,64,73,73.0,66.0,68,68.0,60,42,57.0,70.0,69.0,68.0,69.0,69.0,75.0,75.0,76.0,78.0,64,75,30,75,51.0,74,52,13,18,6,1,0,0,0
26.0,185.42,78.0,74,1,1,3,3,1,61,76,74.0,67.0,59,66.0,47,33,57.0,70.0,74.0,75.0,74.0,69.0,75.0,82.0,66.0,78.0,63,54,23,74,53.0,46,12,23,15,11,1,0,0,0
26.0,185.42,78.0,74,0,1,3,2,1,29,28,74.0,67.0,20,66.0,38,22,51.0,70.0,74.0,75.0,74.0,69.0,75.0,75.0,76.0,78.0,28,68,73,32,53.0,31,76,75,74,12,0,0,1,0
26.0,175.26,78.0,74,0,1,3,3,1,73,43,73.0,67.0,46,70.0,65,58,57.0,71.0,68.0,70.0,64.0,69.0,73.0,75.0,74.0,77.0,64,75,73,59,53.0,40,71,72,74,12,0,0,1,0
26.0,193.04,78.0,74,0,2,3,3,1,42,75,69.0,68.0,67,70.0,45,56,67.0,71.0,68.0,70.0,64.0,64.0,72.0,75.0,74.0,73.0,68,72,28,75,59.0,65,54,26,12,2,1,0,0,0
29.0,185.42,76.2,74,0,2,3,2,0,68,32,64.0,72.0,38,71.0,42,40,67.0,72.0,76.0,75.0,78.0,64.0,77.0,74.0,74.0,70.0,33,74,74,27,63.0,42,74,74,69,12,0,0,1,0
29.0,154.94,71.2,74,1,1,3,3,0,53,58,64.0,72.0,34,66.0,52,42,72.0,72.0,68.0,70.0,72.0,64.0,72.0,74.0,74.0,70.0,60,75,69,66,68.0,53,63,69,66,12,0,1,0,0
29.0,170.18,69.9,74,1,1,2,3,1,76,47,67.0,72.0,50,72.0,74,39,72.0,72.0,76.0,75.0,77.0,72.0,63.0,74.0,68.0,66.0,74,78,70,66,68.0,40,68,70,70,10,0,0,1,0
29.0,172.72,69.9,74,1,2,3,3,1,72,58,67.0,72.0,64,74.0,73,69,67.0,72.0,76.0,75.0,77.0,72.0,72.0,74.0,71.0,66.0,63,74,67,66,68.0,62,60,66,67,6,1,1,0,0
29.0,152.4,71.2,74,0,2,2,3,0,76,48,64.0,72.0,41,74.0,67,23,66.0,74.0,78.0,72.0,72.0,72.0,76.0,74.0,71.0,66.0,47,73,71,63,61.0,42,70,74,74,11,1,1,1,0
28.0,190.5,78.9,74,0,2,3,2,1,66,25,64.0,72.0,27,74.0,76,79,67.0,74.0,72.0,70.0,69.0,71.0,76.0,74.0,70.0,72.0,69,70,72,38,61.0,69,74,76,74,6,0,0,1,0
28.0,182.88,82.1,74,1,1,3,3,0,56,75,67.0,73.0,74,74.0,63,39,67.0,72.0,72.0,70.0,68.0,67.0,76.0,71.0,70.0,73.0,69,64,35,76,61.0,67,19,23,24,11,1,0,0,0
28.0,154.94,82.1,74,1,1,4,4,1,71,71,67.0,72.0,74,74.0,76,78,67.0,72.0,69.0,70.0,68.0,61.0,76.0,71.0,70.0,73.0,77,60,52,71,61.0,79,37,50,41,6,1,1,0,0
28.0,193.04,82.1,74,1,1,4,3,1,69,54,70.0,73.0,50,70.0,63,56,67.0,72.0,69.0,70.0,68.0,61.0,71.0,71.0,71.0,72.0,64,76,73,60,61.0,48,74,75,62,6,0,1,0,0
27.0,152.4,82.1,74,1,1,3,3,1,68,36,69.0,74.0,54,70.0,65,49,68.0,72.0,69.0,70.0,69.0,61.0,70.0,75.0,72.0,73.0,55,82,73,58,67.0,48,75,74,77,7,0,0,1,0
27.0,190.5,82.1,74,1,1,2,1,1,19,13,56.0,75.0,19,74.0,16,14,71.0,74.0,69.0,69.0,73.0,61.0,65.0,69.0,72.0,71.0,19,29,21,14,67.0,14,19,13,11,2,0,0,0,1
25.0,187.96,78.0,74,1,1,4,2,0,70,59,56.0,75.0,62,74.0,69,44,72.0,74.0,69.0,69.0,77.0,70.0,65.0,69.0,76.0,65.0,61,81,70,55,67.0,58,65,75,76,5,0,0,1,0
25.0,154.94,78.0,74,1,1,3,3,1,50,59,53.0,75.0,35,70.0,52,43,72.0,73.0,74.0,69.0,77.0,70.0,70.0,68.0,76.0,65.0,59,69,72,68,70.0,54,67,78,75,12,0,1,0,0
25.0,170.18,78.0,74,1,1,4,4,1,78,65,53.0,74.0,53,70.0,74,72,72.0,69.0,76.0,75.0,78.0,70.0,72.0,60.0,70.0,65.0,75,66,60,67,71.0,70,44,58,53,12,1,1,0,0
29.0,170.18,78.0,74,0,2,4,3,0,73,67,53.0,74.0,62,70.0,73,72,68.0,73.0,74.0,69.0,77.0,70.0,74.0,60.0,70.0,65.0,63,62,42,69,71.0,69,57,44,41,12,1,1,0,0
31.0,152.4,78.0,74,1,1,3,3,1,76,67,53.0,74.0,59,74.0,74,66,66.0,75.0,74.0,69.0,77.0,70.0,74.0,60.0,69.0,52.0,72,41,40,73,71.0,48,38,33,35,12,1,1,0,0
31.0,185.42,78.0,74,0,1,2,2,2,64,38,53.0,71.0,32,74.0,53,46,66.0,75.0,76.0,75.0,78.0,66.0,74.0,60.0,69.0,65.0,58,82,74,65,69.0,43,68,75,76,10,0,0,1,0
30.0,190.5,78.0,74,0,2,2,1,1,11,10,53.0,71.0,10,75.0,13,10,62.0,75.0,76.0,75.0,78.0,66.0,74.0,64.0,63.0,65.0,11,12,13,10,63.0,22,8,12,12,12,0,0,0,1
32.0,154.94,73.0,74,1,1,3,4,0,64,67,53.0,71.0,49,75.0,72,70,62.0,74.0,75.0,73.0,78.0,66.0,74.0,65.0,63.0,65.0,72,70,68,69,63.0,59,68,62,42,11,1,1,0,0
30.0,152.4,66.2,74,1,2,3,3,1,72,66,53.0,70.0,68,74.0,67,47,63.0,74.0,78.0,76.0,78.0,75.0,71.0,64.0,67.0,54.0,57,58,24,72,69.0,63,27,30,30,12,1,1,0,0
24.0,175.26,66.2,74,1,2,5,4,0,74,64,53.0,71.0,76,67.0,78,72,63.0,74.0,78.0,76.0,78.0,75.0,71.0,64.0,67.0,65.0,75,64,32,71,69.0,71,38,33,35,10,1,1,0,0
27.0,175.26,68.0,74,1,1,4,3,1,71,71,62.0,71.0,50,75.0,70,52,63.0,74.0,75.0,73.0,76.0,75.0,71.0,68.0,67.0,65.0,75,47,43,72,69.0,49,43,49,47,12,1,1,0,0
27.0,187.96,68.0,74,1,1,3,2,0,30,36,64.0,70.0,30,75.0,33,25,63.0,74.0,71.0,73.0,66.0,69.0,71.0,73.0,70.0,74.0,37,77,73,28,69.0,40,73,75,73,11,0,0,1,0
27.0,152.4,76.2,74,0,1,3,3,1,80,60,64.0,70.0,56,67.0,58,45,63.0,74.0,71.0,73.0,66.0,61.0,71.0,73.0,67.0,76.0,55,82,75,63,63.0,43,72,73,73,12,0,0,1,0
31.0,182.88,77.1,74,1,3,3,3,1,39,40,64.0,69.0,50,67.0,51,50,54.0,68.0,69.0,72.0,66.0,58.0,60.0,73.0,67.0,76.0,59,76,72,44,58.0,57,72,74,70,11,0,0,1,0
31.0,182.88,77.1,74,0,1,3,2,1,75,37,64.0,69.0,33,67.0,63,40,55.0,68.0,67.0,63.0,62.0,58.0,60.0,72.0,67.0,76.0,43,74,69,70,58.0,45,68,75,71,7,0,0,1,0
31.0,193.04,77.1,74,1,1,3,1,1,18,13,64.0,70.0,15,61.0,15,14,55.0,62.0,67.0,63.0,62.0,58.0,60.0,72.0,67.0,76.0,11,34,24,13,58.0,22,12,15,12,2,0,0,0,1
31.0,185.42,76.2,74,1,1,2,2,1,35,16,64.0,69.0,14,61.0,37,20,55.0,62.0,73.0,77.0,68.0,61.0,62.0,72.0,67.0,68.0,18,75,75,26,58.0,23,72,78,74,6,0,0,1,0
33.0,175.26,84.8,73,1,1,3,3,0,70,66,56.0,67.0,54,61.0,65,65,63.0,62.0,46.0,55.0,44.0,55.0,62.0,61.0,55.0,68.0,59,50,38,68,51.0,63,35,39,41,12,1,1,0,0
30.0,172.72,84.8,73,0,1,3,3,0,76,66,56.0,67.0,72,71.0,77,76,63.0,68.0,43.0,55.0,45.0,55.0,62.0,61.0,55.0,67.0,68,45,47,68,51.0,68,28,51,44,7,1,1,0,0
29.0,190.5,73.0,73,1,2,2,2,1,30,42,61.0,71.0,33,67.0,29,28,65.0,68.0,71.0,72.0,75.0,69.0,67.0,61.0,63.0,67.0,44,77,70,34,68.0,50,74,75,73,12,0,0,1,0
33.0,187.96,73.0,73,0,1,2,1,1,12,11,56.0,74.0,16,71.0,16,13,65.0,69.0,50.0,50.0,71.0,69.0,69.0,67.0,66.0,67.0,13,34,14,11,68.0,26,16,17,11,12,0,0,0,1
30.0,152.4,74.8,73,1,1,3,3,1,72,64,56.0,74.0,63,71.0,75,77,73.0,69.0,50.0,50.0,66.0,69.0,68.0,67.0,66.0,67.0,68,70,36,71,66.0,71,44,42,33,3,1,1,0,0
29.0,175.26,73.0,73,1,2,3,3,0,76,70,61.0,72.0,68,71.0,85,85,73.0,70.0,64.0,64.0,71.0,69.0,68.0,68.0,66.0,65.0,76,65,70,64,66.0,80,61,60,60,1,1,1,0,0
29.0,175.26,72.1,73,1,1,3,3,1,69,56,59.0,72.0,40,71.0,67,66,73.0,70.0,71.0,72.0,71.0,73.0,69.0,70.0,76.0,65.0,66,80,74,55,66.0,66,70,73,69,12,0,1,0,0
25.0,175.26,72.1,73,0,1,2,3,1,73,55,59.0,74.0,42,71.0,72,52,69.0,73.0,74.0,67.0,71.0,75.0,70.0,71.0,76.0,64.0,54,75,70,69,66.0,61,72,70,70,12,1,1,1,0
25.0,175.26,73.0,73,1,1,3,3,0,72,52,59.0,74.0,50,71.0,64,63,69.0,73.0,75.0,67.0,75.0,75.0,70.0,71.0,78.0,64.0,67,69,70,66,66.0,55,70,73,71,2,0,0,1,0
25.0,154.94,73.0,73,1,1,4,3,1,60,59,54.0,74.0,57,71.0,72,65,69.0,72.0,75.0,68.0,75.0,75.0,70.0,74.0,78.0,64.0,71,63,67,70,65.0,42,59,65,62,2,1,1,0,0
26.0,152.4,73.0,73,1,1,4,4,0,69,64,59.0,73.0,64,70.0,70,69,71.0,72.0,74.0,67.0,71.0,73.0,73.0,71.0,78.0,59.0,79,45,49,74,70.0,59,51,52,49,12,0,1,0,0
26.0,152.4,74.8,73,1,1,4,3,2,49,49,62.0,73.0,43,72.0,51,53,71.0,72.0,71.0,67.0,73.0,71.0,72.0,71.0,73.0,64.0,65,72,70,65,70.0,45,69,78,76,7,0,1,0,0
26.0,175.26,77.1,73,1,1,3,3,0,62,56,66.0,74.0,51,70.0,77,80,71.0,72.0,71.0,68.0,67.0,70.0,72.0,71.0,73.0,73.0,74,68,74,35,64.0,63,71,68,67,2,1,1,0,0
25.0,182.88,77.1,73,1,1,3,3,2,74,61,70.0,74.0,62,72.0,68,67,71.0,72.0,71.0,69.0,67.0,70.0,72.0,74.0,67.0,73.0,69,70,70,62,64.0,59,71,73,71,12,1,1,1,0
25.0,185.42,78.0,73,1,1,2,3,1,35,77,70.0,73.0,66,72.0,50,36,64.0,72.0,71.0,69.0,66.0,70.0,72.0,72.0,72.0,73.0,57,47,19,73,61.0,73,13,17,17,11,1,0,0,0
24.0,170.18,78.0,73,1,1,4,3,0,65,69,66.0,68.0,64,72.0,73,68,61.0,72.0,72.0,72.0,73.0,70.0,70.0,72.0,72.0,73.0,68,37,19,68,61.0,59,23,24,21,7,1,0,0,0
23.0,187.96,74.8,73,0,2,3,2,0,51,41,66.0,68.0,45,72.0,55,40,61.0,72.0,87.0,85.0,76.0,74.0,70.0,72.0,72.0,76.0,52,74,76,49,62.0,47,69,72,71,7,0,0,1,0
24.0,152.4,73.9,73,0,1,4,3,2,70,73,66.0,68.0,68,72.0,69,61,61.0,72.0,87.0,85.0,77.0,74.0,70.0,72.0,72.0,71.0,74,30,21,63,64.0,67,42,21,16,12,1,1,0,0
24.0,152.4,74.8,73,1,1,4,3,2,55,76,66.0,68.0,58,69.0,63,59,61.0,72.0,70.0,67.0,76.0,69.0,70.0,72.0,72.0,76.0,72,74,36,73,64.0,67,33,42,36,12,1,0,0,0
24.0,154.94,74.8,73,0,1,2,3,0,73,71,70.0,66.0,43,71.0,74,69,59.0,72.0,70.0,67.0,76.0,69.0,70.0,74.0,71.0,77.0,68,49,29,71,64.0,64,39,26,16,12,1,1,0,0
27.0,182.88,78.0,73,1,1,3,2,2,49,74,63.0,68.0,65,71.0,59,49,54.0,72.0,55.0,67.0,67.0,52.0,76.0,76.0,72.0,82.0,64,87,25,78,62.0,62,24,26,23,12,1,0,0,0
28.0,185.42,78.0,73,1,1,3,2,1,36,29,63.0,68.0,38,72.0,35,43,54.0,72.0,55.0,67.0,67.0,52.0,76.0,74.0,72.0,82.0,34,81,75,28,64.0,30,67,71,73,12,0,0,1,0
28.0,190.5,78.0,73,1,2,3,2,0,26,75,70.0,69.0,61,72.0,29,48,53.0,73.0,55.0,69.0,67.0,52.0,76.0,74.0,71.0,82.0,70,66,29,79,64.0,65,22,14,12,12,1,0,0,0
28.0,182.88,78.0,73,1,1,2,3,0,36,73,70.0,69.0,74,71.0,67,52,53.0,74.0,68.0,72.0,67.0,58.0,68.0,71.0,71.0,74.0,74,80,55,73,64.0,66,34,59,49,7,1,1,0,0
28.0,172.72,73.9,73,0,1,2,3,1,58,64,63.0,69.0,69,71.0,42,53,53.0,74.0,77.0,76.0,76.0,77.0,71.0,68.0,70.0,63.0,68,60,34,73,64.0,67,37,37,39,6,1,0,0,0
28.0,182.88,66.2,73,1,1,3,3,1,69,71,59.0,69.0,67,73.0,68,63,61.0,72.0,77.0,76.0,78.0,77.0,71.0,68.0,67.0,63.0,71,76,39,76,65.0,57,26,28,25,6,1,0,0,0
28.0,154.94,66.2,73,1,1,3,3,0,66,70,59.0,69.0,55,73.0,69,74,64.0,73.0,75.0,72.0,81.0,72.0,71.0,50.0,70.0,62.0,73,47,18,64,74.0,69,26,27,15,6,1,1,0,0
22.0,154.94,71.2,73,0,1,4,3,0,72,65,48.0,69.0,70,74.0,71,66,68.0,73.0,75.0,72.0,78.0,69.0,71.0,71.0,70.0,71.0,67,66,65,66,74.0,61,67,67,66,3,1,1,0,0
22.0,152.4,66.2,73,0,1,3,4,1,75,65,59.0,69.0,58,74.0,79,74,68.0,73.0,79.0,76.0,78.0,72.0,73.0,57.0,70.0,62.0,70,42,22,60,74.0,78,31,26,31,10,1,1,0,0
28.0,185.42,69.9,73,1,1,3,3,0,64,59,59.0,69.0,48,73.0,33,37,68.0,74.0,83.0,78.0,81.0,72.0,73.0,71.0,67.0,71.0,47,75,73,64,73.0,59,70,74,73,12,0,0,1,0
25.0,170.18,71.2,73,1,1,3,3,0,58,72,64.0,66.0,64,74.0,63,56,66.0,74.0,83.0,78.0,78.0,72.0,68.0,78.0,71.0,72.0,68,57,23,73,64.0,61,21,25,24,6,1,1,0,0
27.0,170.18,71.2,73,1,1,4,3,1,63,71,64.0,66.0,64,74.0,67,63,61.0,73.0,83.0,78.0,75.0,64.0,68.0,78.0,71.0,73.0,68,74,54,71,58.0,63,56,48,43,5,1,0,0,0
28.0,187.96,71.2,73,1,1,3,2,1,27,22,64.0,66.0,26,74.0,29,33,61.0,73.0,62.0,65.0,69.0,62.0,73.0,67.0,73.0,73.0,41,73,74,13,64.0,34,74,73,72,12,0,0,1,0
27.0,190.5,71.2,73,1,2,4,3,1,58,73,64.0,66.0,68,73.0,68,67,66.0,72.0,62.0,65.0,69.0,62.0,69.0,67.0,71.0,73.0,72,78,29,71,64.0,61,41,37,22,6,1,0,0,0
26.0,182.88,79.8,73,1,1,3,3,0,75,64,71.0,69.0,61,72.0,71,73,62.0,73.0,61.0,59.0,65.0,62.0,69.0,67.0,68.0,75.0,72,64,58,65,58.0,74,66,52,46,12,0,1,0,0
26.0,175.26,79.8,73,0,1,4,3,0,72,75,71.0,71.0,58,72.0,76,80,62.0,73.0,62.0,65.0,65.0,62.0,69.0,63.0,68.0,75.0,71,42,27,69,58.0,74,58,36,25,12,1,1,0,0
26.0,187.96,71.2,73,1,1,3,2,0,37,36,64.0,71.0,34,72.0,42,23,70.0,73.0,64.0,66.0,69.0,63.0,67.0,63.0,71.0,65.0,29,69,72,41,68.0,32,74,74,74,12,0,0,1,0
26.0,187.96,77.1,73,0,1,3,2,0,49,18,55.0,71.0,26,72.0,27,24,65.0,73.0,67.0,71.0,67.0,65.0,67.0,70.0,71.0,69.0,21,75,74,26,62.0,43,69,74,70,12,0,0,1,0
27.0,170.18,77.1,73,1,1,4,3,1,65,66,64.0,69.0,59,72.0,49,57,62.0,73.0,67.0,71.0,67.0,65.0,57.0,73.0,71.0,69.0,68,56,24,62,59.0,53,35,37,32,7,1,1,0,0
28.0,187.96,77.1,73,1,1,3,3,0,75,52,64.0,69.0,59,72.0,67,57,58.0,73.0,67.0,71.0,67.0,65.0,62.0,70.0,71.0,69.0,65,85,71,73,59.0,54,72,72,70,12,0,0,1,0
29.0,175.26,74.8,73,1,1,3,3,1,72,45,64.0,69.0,45,72.0,70,68,65.0,73.0,68.0,71.0,75.0,72.0,67.0,70.0,75.0,69.0,49,68,66,65,62.0,47,68,68,70,12,0,0,1,0
28.0,193.04,74.8,73,1,1,3,2,0,50,40,64.0,74.0,25,72.0,31,21,65.0,73.0,68.0,75.0,75.0,72.0,75.0,70.0,81.0,69.0,35,73,76,44,62.0,44,73,79,73,12,0,0,1,0
28.0,154.94,69.9,73,1,1,2,3,1,66,64,68.0,69.0,62,72.0,71,55,57.0,73.0,80.0,78.0,77.0,72.0,70.0,71.0,81.0,77.0,76,76,69,70,64.0,63,63,66,61,12,1,1,0,0
29.0,152.4,74.8,73,1,1,3,4,2,60,76,72.0,73.0,69,72.0,55,47,64.0,73.0,68.0,66.0,77.0,68.0,70.0,71.0,75.0,79.0,66,78,73,71,64.0,52,72,73,68,7,1,1,0,0
29.0,154.94,74.8,73,1,1,4,3,0,67,72,72.0,73.0,70,71.0,65,50,64.0,73.0,68.0,67.0,77.0,68.0,76.0,74.0,75.0,79.0,66,79,31,71,64.0,74,41,24,25,1,1,0,0,0
28.0,190.5,69.9,73,1,1,2,2,1,36,23,68.0,73.0,35,71.0,47,55,64.0,74.0,80.0,78.0,78.0,68.0,71.0,75.0,75.0,79.0,57,71,68,34,64.0,46,71,74,72,6,0,0,1,0
26.0,190.5,74.8,73,1,1,3,3,0,49,74,68.0,73.0,68,71.0,52,48,57.0,74.0,67.0,67.0,60.0,67.0,70.0,74.0,74.0,79.0,65,46,36,73,59.0,65,31,21,19,12,1,0,0,0
26.0,175.26,74.8,73,1,1,4,3,0,64,75,61.0,72.0,66,67.0,67,53,64.0,70.0,62.0,63.0,60.0,67.0,65.0,74.0,74.0,67.0,70,61,49,72,59.0,59,35,39,34,1,1,1,0,0
26.0,187.96,72.1,73,1,1,2,1,0,13,13,55.0,68.0,18,62.0,19,19,64.0,69.0,67.0,67.0,71.0,68.0,71.0,74.0,68.0,67.0,20,18,21,13,65.0,28,17,20,11,10,0,0,0,1
29.0,167.64,72.1,73,1,1,3,4,1,72,69,55.0,70.0,57,62.0,63,67,64.0,70.0,62.0,60.0,71.0,68.0,65.0,68.0,68.0,65.0,69,66,56,64,65.0,73,53,48,47,6,1,1,0,0
29.0,175.26,74.8,73,0,1,2,2,1,76,58,55.0,70.0,54,62.0,75,73,67.0,70.0,59.0,60.0,61.0,61.0,52.0,68.0,65.0,67.0,64,74,72,62,58.0,64,62,73,74,12,1,1,1,0
29.0,185.42,78.9,73,1,1,2,1,1,12,19,44.0,70.0,9,62.0,12,21,68.0,70.0,62.0,66.0,69.0,65.0,65.0,71.0,60.0,70.0,10,33,11,7,65.0,72,12,13,11,7,0,0,0,1
29.0,182.88,78.9,73,1,1,3,2,1,44,30,51.0,72.0,30,62.0,52,33,67.0,70.0,59.0,66.0,61.0,61.0,52.0,74.0,65.0,72.0,35,73,71,26,58.0,48,72,75,71,12,0,1,1,0
24.0,182.88,78.9,73,1,1,3,2,1,50,62,51.0,72.0,66,62.0,68,77,67.0,70.0,59.0,66.0,61.0,61.0,52.0,71.0,69.0,72.0,72,63,66,67,58.0,64,63,65,51,10,0,1,0,0
24.0,198.12,78.9,73,1,1,1,1,1,13,10,51.0,70.0,19,58.0,17,15,67.0,68.0,65.0,67.0,69.0,65.0,52.0,74.0,65.0,72.0,20,33,16,10,58.0,22,16,16,11,7,0,0,0,1
24.0,152.4,78.0,73,1,1,4,3,1,63,38,51.0,70.0,51,58.0,57,50,69.0,68.0,65.0,67.0,69.0,65.0,65.0,74.0,65.0,75.0,62,65,67,60,62.0,42,73,65,59,12,0,1,0,0
31.0,182.88,78.0,73,1,2,4,3,0,75,39,51.0,70.0,41,63.0,39,32,63.0,69.0,65.0,57.0,64.0,53.0,49.0,74.0,65.0,75.0,38,62,68,56,62.0,39,63,74,72,12,0,0,1,0
28.0,152.4,78.0,73,1,1,2,2,2,44,34,51.0,70.0,50,68.0,58,64,63.0,72.0,75.0,69.0,72.0,68.0,65.0,74.0,74.0,72.0,40,82,71,26,62.0,58,69,74,72,7,0,0,1,0
28.0,198.12,74.8,73,1,1,3,1,0,11,19,58.0,74.0,15,68.0,18,19,63.0,71.0,68.0,74.0,66.0,63.0,66.0,74.0,78.0,72.0,13,34,23,16,62.0,18,22,12,13,12,0,0,0,1
